Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1014,10.14,-0.02053,1.216672,0.121835,-0.07427,1.700868,-0.03814,-0.009652,1.161336,0.166792,-0.001164,1.039264,0.175944,0.002964,0.965221,0.182744,0.056884,0.069447,0.126619,0.086604,0.098129,0.122571,0.134016,0.060004,0.114968,-0.049967,0.050208,0.142316,0.052922,0.318022,0.148907,0.035541,0.409906,0.146947,0.04876,0.335194,0.149734,0.074466,0.208965,0.150041,-0.010171,0.657589,0.160987,-0.020681,0.758112,0.175242,-0.011738,0.654664,0.161371,0.001908,0.55999,0.146348
1015,10.15,-0.021603,1.216636,0.122212,-0.078804,1.700784,-0.036702,-0.009511,1.161326,0.166889,-0.001107,1.039241,0.175944,0.003008,0.965194,0.182716,0.056905,0.069461,0.126637,0.086623,0.098144,0.122586,0.134041,0.060019,0.115013,-0.04995,0.050221,0.142313,0.053087,0.318053,0.148919,0.035762,0.409948,0.146938,0.048902,0.335221,0.149716,0.074596,0.20899,0.150104,-0.010045,0.657581,0.160965,-0.020595,0.758097,0.17524,-0.01163,0.65466,0.161304,0.002089,0.559985,0.14635
1016,10.16,-0.021205,1.216609,0.122103,-0.077408,1.70079,-0.037065,-0.009434,1.161287,0.166852,-0.00104,1.039202,0.175925,0.00306,0.965155,0.1827,0.05692,0.069444,0.126609,0.086648,0.098125,0.122617,0.134048,0.06,0.114935,-0.049937,0.050208,0.142274,0.053262,0.318025,0.148813,0.036004,0.409932,0.146812,0.049093,0.335198,0.149608,0.07469,0.208946,0.150017,-0.009917,0.657563,0.16092,-0.020524,0.758075,0.17518,-0.011501,0.654642,0.161257,0.002275,0.559972,0.146322
1017,10.17,-0.019776,1.216615,0.121678,-0.071879,1.700897,-0.038576,-0.009347,1.161255,0.166712,-0.000965,1.039177,0.175886,0.003087,0.96513,0.182689,0.05693,0.069433,0.126589,0.086645,0.098127,0.122591,0.134075,0.060022,0.115004,-0.049931,0.050151,0.142171,0.053404,0.318038,0.148775,0.036185,0.409952,0.146758,0.049235,0.33521,0.149561,0.074793,0.208952,0.150005,-0.009799,0.657536,0.160861,-0.020455,0.758041,0.175133,-0.011378,0.654613,0.161205,0.002437,0.559954,0.146243
1018,10.18,-0.019139,1.216572,0.121483,-0.069542,1.700867,-0.039272,-0.009266,1.161204,0.166633,-0.000889,1.039131,0.175872,0.003142,0.965085,0.1827,0.056926,0.069395,0.126553,0.08665,0.098071,0.122489,0.134062,0.059934,0.11494,-0.049933,0.05018,0.142229,0.053518,0.318063,0.148752,0.036356,0.409988,0.146753,0.049371,0.33524,0.149551,0.074827,0.208961,0.149952,-0.009678,0.657515,0.160806,-0.020361,0.758013,0.175107,-0.011257,0.654592,0.16115,0.002583,0.55994,0.146161
1019,10.19,-0.019231,1.216509,0.121536,-0.0702,1.7009,-0.038753,-0.009182,1.161115,0.166615,-0.000793,1.039035,0.175755,0.003251,0.964985,0.182527,0.056957,0.06943,0.126572,0.086687,0.098104,0.122543,0.134092,0.059968,0.114958,-0.049907,0.050217,0.142215,0.053501,0.318119,0.148508,0.036517,0.41008,0.14666,0.049494,0.335324,0.149413,0.074494,0.208952,0.149451,-0.009535,0.657468,0.160677,-0.020224,0.757966,0.174975,-0.011132,0.65455,0.160972,0.002751,0.559888,0.146083
1020,10.2,-0.017343,1.216549,0.121178,-0.062932,1.701257,-0.039771,-0.009112,1.16105,0.166495,-0.000674,1.038973,0.175633,0.003345,0.964917,0.182356,0.05695,0.069437,0.126576,0.086674,0.098114,0.122524,0.134089,0.059981,0.114983,-0.049912,0.050216,0.142222,0.053472,0.317506,0.147327,0.036911,0.40956,0.146576,0.049927,0.334788,0.148618,0.073578,0.20817,0.146786,-0.00942,0.657464,0.16065,-0.02015,0.75796,0.174934,-0.01101,0.654543,0.160964,0.0029,0.559889,0.146053
1021,10.21,-0.017583,1.216431,0.121264,-0.064029,1.701126,-0.03948,-0.009084,1.160937,0.166537,-0.000629,1.038859,0.175644,0.003409,0.964803,0.182355,0.056955,0.069447,0.126574,0.086693,0.098113,0.122546,0.134081,0.059964,0.114911,-0.049907,0.050264,0.142264,0.05358,0.317622,0.147503,0.036997,0.40967,0.146613,0.049981,0.334895,0.148752,0.073763,0.208299,0.147143,-0.009334,0.657457,0.160631,-0.0201,0.75795,0.174907,-0.010928,0.654537,0.16093,0.003026,0.559884,0.146055
1022,10.22,-0.011277,1.216829,0.121387,-0.038718,1.702638,-0.040358,-0.009176,1.160955,0.166941,-0.000582,1.038897,0.176179,0.003369,0.964826,0.182784,0.056958,0.069459,0.126596,0.086692,0.098126,0.122543,0.134084,0.059975,0.114942,-0.049902,0.050278,0.142303,0.053841,0.318245,0.148633,0.036963,0.410221,0.146599,0.049794,0.335444,0.149461,0.074766,0.209068,0.149838,-0.009252,0.657462,0.160589,-0.02005,0.757956,0.174834,-0.010839,0.65454,0.160906,0.003132,0.55989,0.146027
1023,10.23,0.00489,1.218242,0.125067,0.025822,1.708164,-0.024811,-0.009442,1.160961,0.16648,-0.000379,1.038971,0.176162,0.00356,0.964871,0.182436,0.05696,0.069461,0.126595,0.086682,0.098143,0.122559,0.134097,0.060016,0.114982,-0.049899,0.050226,0.142244,0.053879,0.3182,0.14848,0.037049,0.410189,0.146627,0.049865,0.335404,0.14936,0.074724,0.209005,0.149454,-0.00915,0.657459,0.160523,-0.019932,0.757974,0.174632,-0.010717,0.654533,0.160894,0.003199,0.559871,0.146041
1024,10.24,0.002374,1.21784,0.123937,0.01551,1.707006,-0.02926,-0.009386,1.160813,0.166494,-0.000304,1.038818,0.176093,0.003676,0.964725,0.182421,0.056954,0.069464,0.126591,0.086674,0.098145,0.122532,0.134094,0.060016,0.114995,-0.049905,0.050232,0.142247,0.053707,0.317652,0.147388,0.037273,0.409729,0.146674,0.050183,0.334938,0.148686,0.073664,0.208289,0.146804,-0.009099,0.657465,0.160514,-0.0199,0.757981,0.174603,-0.010666,0.654539,0.160887,0.003268,0.559876,0.146053
1025,10.25,-0.001235,1.217418,0.122673,0.000703,1.705577,-0.034243,-0.009235,1.160734,0.166542,-0.000206,1.038725,0.176001,0.003799,0.964638,0.182392,0.056931,0.069438,0.126568,0.086654,0.098109,0.122465,0.134065,0.059964,0.114954,-0.049925,0.05024,0.142287,0.053709,0.317669,0.147378,0.037318,0.409753,0.146655,0.050188,0.334955,0.148672,0.07362,0.208298,0.146807,-0.009049,0.657478,0.160499,-0.019832,0.757994,0.174599,-0.010628,0.654554,0.160841,0.003314,0.559885,0.146057
1026,10.26,0.009423,1.218448,0.127213,0.042834,1.709887,-0.015254,-0.00917,1.160654,0.166145,0.000023,1.038681,0.175914,0.004004,0.964571,0.182047,0.056929,0.06945,0.126585,0.086654,0.098127,0.122542,0.134063,0.059995,0.114958,-0.049929,0.050228,0.142256,0.053703,0.317689,0.147366,0.037325,0.409776,0.146638,0.050196,0.334978,0.148663,0.073588,0.208313,0.146798,-0.009014,0.657495,0.160487,-0.01979,0.758014,0.174572,-0.010583,0.654569,0.160855,0.00333,0.559902,0.146033
1027,10.27,0.009585,1.218455,0.127313,0.043389,1.709906,-0.015019,-0.00917,1.160651,0.166152,0.000059,1.038685,0.17598,0.004061,0.964579,0.18214,0.056914,0.069478,0.126614,0.086633,0.098153,0.122513,0.134047,0.060015,0.114992,-0.049939,0.050266,0.142337,0.053699,0.317733,0.147372,0.037335,0.409822,0.146632,0.050188,0.335022,0.148665,0.073574,0.208355,0.14682,-0.008973,0.657522,0.160469,-0.019749,0.758041,0.174549,-0.010545,0.654597,0.160829,0.003376,0.559927,0.14603
1028,10.28,0.015242,1.219092,0.131424,0.065691,1.712586,0.001641,-0.00903,1.160596,0.165931,0.000167,1.038651,0.176037,0.004141,0.964534,0.182088,0.056902,0.069454,0.126569,0.086618,0.098142,0.122536,0.13404,0.060026,0.11495,-0.049953,0.050195,0.14222,0.053717,0.31782,0.147485,0.037307,0.4099,0.146631,0.050165,0.335102,0.148746,0.07368,0.208457,0.147078,-0.008937,0.65754,0.160468,-0.019716,0.758058,0.174558,-0.010506,0.654614,0.160835,0.003411,0.559948,0.146009
1029,10.29,0.012025,1.218633,0.128636,0.052415,1.710808,-0.009414,-0.008892,1.160584,0.165977,0.000302,1.038625,0.175925,0.004274,0.964515,0.182055,0.056893,0.069454,0.126573,0.086598,0.098148,0.122504,0.134036,0.060041,0.114975,-0.049956,0.050173,0.142241,0.053937,0.318436,0.148555,0.037172,0.410435,0.1466,0.049913,0.335641,0.149401,0.074724,0.209232,0.149665,-0.0089,0.657534,0.160422,-0.019661,0.758055,0.174499,-0.010469,0.654608,0.160792,0.003428,0.559938,0.145973
1030,10.3,0.012166,1.218718,0.12862,0.052829,1.710913,-0.009279,-0.008884,1.160656,0.165866,0.000359,1.038705,0.175869,0.00436,0.964599,0.182025,0.056877,0.069457,0.126572,0.086581,0.098153,0.122503,0.134029,0.060047,0.115027,-0.049978,0.050171,0.142188,0.053961,0.318405,0.14853,0.037227,0.410409,0.146552,0.049916,0.335605,0.149351,0.074741,0.2092,0.149688,-0.008852,0.657566,0.160404,-0.019585,0.758091,0.17448,-0.010432,0.654643,0.160749,0.003461,0.559964,0.145984
1031,10.31,0.012902,1.218756,0.129309,0.055686,1.711332,-0.006573,-0.008883,1.160569,0.165931,0.000392,1.038617,0.175892,0.004412,0.964507,0.181985,0.056868,0.069483,0.126587,0.086571,0.098179,0.122518,0.134014,0.060074,0.115005,-0.049982,0.050195,0.142236,0.05411,0.318312,0.148516,0.037257,0.410294,0.146517,0.049971,0.335493,0.149273,0.075102,0.209148,0.149758,-0.008799,0.657579,0.160376,-0.019501,0.758118,0.174372,-0.010357,0.654652,0.160776,0.003462,0.559966,0.145979
1032,10.32,0.010389,1.218457,0.127349,0.045473,1.710032,-0.014241,-0.008854,1.160601,0.165871,0.000447,1.038648,0.175788,0.00449,0.964546,0.181978,0.056843,0.069461,0.126549,0.086563,0.098154,0.122581,0.133971,0.060051,0.114847,-0.050005,0.050177,0.142219,0.054104,0.31836,0.148525,0.037281,0.410348,0.146528,0.049987,0.335546,0.149297,0.075045,0.209187,0.14975,-0.008739,0.657614,0.160357,-0.019426,0.758152,0.174376,-0.010312,0.65469,0.160725,0.00352,0.56,0.145971
1033,10.33,0.012039,1.218768,0.128391,0.051768,1.710839,-0.010219,-0.00884,1.160728,0.165767,0.000564,1.0388,0.17589,0.004663,0.964705,0.182124,0.056811,0.069424,0.126504,0.086514,0.098138,0.122561,0.133956,0.060067,0.114866,-0.050036,0.050068,0.142083,0.053979,0.318514,0.148483,0.03729,0.410527,0.146532,0.049959,0.335719,0.149321,0.074687,0.209295,0.149595,-0.008661,0.657638,0.160338,-0.019348,0.758177,0.174344,-0.010238,0.654715,0.160695,0.003602,0.560021,0.145974
1034,10.34,0.010042,1.21852,0.12686,0.043556,1.70978,-0.016197,-0.00876,1.160752,0.165731,0.000634,1.038818,0.175802,0.004736,0.96473,0.182105,0.056804,0.069431,0.126499,0.086509,0.098136,0.122508,0.13394,0.060051,0.114825,-0.050037,0.050107,0.142162,0.054016,0.318588,0.148483,0.037316,0.410599,0.146535,0.049977,0.33579,0.149309,0.074754,0.209374,0.149605,-0.00858,0.657665,0.160326,-0.019274,0.758205,0.174325,-0.01014,0.654739,0.160723,0.003674,0.560052,0.14593
1035,10.35,0.007553,1.218271,0.125312,0.033405,1.708623,-0.022374,-0.008768,1.160799,0.165712,0.000704,1.038869,0.175756,0.00487,0.964792,0.182155,0.056811,0.069496,0.126562,0.086517,0.098205,0.122604,0.133947,0.060128,0.114877,-0.05003,0.050156,0.142203,0.054171,0.318456,0.148376,0.037405,0.410455,0.14644,0.049935,0.335617,0.149034,0.075174,0.209295,0.149653,-0.008502,0.65768,0.16029,-0.019191,0.758224,0.174257,-0.010067,0.654754,0.160677,0.003751,0.56006,0.145936
1036,10.36,0.007502,1.218261,0.125304,0.033065,1.708582,-0.022539,-0.008748,1.160797,0.165744,0.000753,1.038871,0.175802,0.004937,0.964796,0.182211,0.056799,0.069482,0.126545,0.086493,0.098205,0.122606,0.133944,0.060151,0.114889,-0.050039,0.050088,0.142141,0.053842,0.318164,0.147356,0.037273,0.41021,0.146041,0.049368,0.335257,0.146519,0.074886,0.209025,0.149509,-0.008423,0.657713,0.16027,-0.01911,0.758259,0.17423,-0.010002,0.654791,0.160623,0.003843,0.560089,0.145957
1037,10.37,0.007813,1.218302,0.125483,0.034194,1.708719,-0.021894,-0.008751,1.1608,0.165741,0.000798,1.038881,0.175834,0.005009,0.964808,0.18225,0.056788,0.069453,0.126509,0.086493,0.098168,0.122588,0.133923,0.060103,0.1148,-0.050051,0.050088,0.142138,0.053883,0.318182,0.14734,0.037371,0.410239,0.146073,0.049429,0.33528,0.14649,0.074848,0.209027,0.149457,-0.00834,0.657731,0.160253,-0.019045,0.758276,0.174204,-0.00991,0.654806,0.16063,0.003934,0.56011,0.145926
1038,10.38,0.00483,1.217947,0.123826,0.022064,1.707229,-0.028594,-0.008696,1.160819,0.165719,0.000855,1.0389,0.175816,0.005096,0.964841,0.182365,0.056784,0.069525,0.126607,0.086484,0.098241,0.122664,0.133916,0.060178,0.114883,-0.050048,0.050155,0.142275,0.053936,0.31824,0.147342,0.037464,0.410305,0.146094,0.049497,0.335341,0.14648,0.074847,0.209074,0.149453,-0.008264,0.657783,0.160253,-0.018951,0.758333,0.174187,-0.009827,0.654857,0.160647,0.003985,0.560159,0.145926
1039,10.39,0.00562,1.218165,0.124114,0.025521,1.707612,-0.027447,-0.008675,1.160988,0.165683,0.000741,1.039063,0.175834,0.004892,0.964998,0.182387,0.056759,0.069488,0.126567,0.086453,0.098203,0.122571,0.133896,0.060134,0.11488,-0.050073,0.050126,0.142249,0.05398,0.318325,0.147354,0.037501,0.410387,0.146074,0.049526,0.335423,0.146514,0.074911,0.209163,0.149473,-0.008187,0.657819,0.160248,-0.018895,0.758367,0.174174,-0.009745,0.654892,0.16065,0.00408,0.560197,0.145919
1040,10.4,0.00666,1.218177,0.124975,0.029094,1.708242,-0.024215,-0.008784,1.160776,0.165818,0.000988,1.038875,0.175916,0.005343,0.964814,0.18238,0.056762,0.069558,0.126616,0.086453,0.09829,0.122713,0.133901,0.060252,0.114902,-0.050068,0.050133,0.142233,0.054017,0.318382,0.147362,0.037551,0.410446,0.146069,0.049568,0.335481,0.146517,0.074933,0.209218,0.149501,-0.008109,0.657867,0.160258,-0.018819,0.758414,0.17419,-0.009666,0.65494,0.160662,0.004159,0.560247,0.145921
1041,10.41,-0.001957,1.21715,0.121253,-0.006098,1.704288,-0.03876,-0.00861,1.160717,0.165666,0.001194,1.03881,0.175672,0.005686,0.964785,0.182432,0.056747,0.069559,0.126623,0.086427,0.098291,0.122642,0.133893,0.060248,0.114964,-0.05008,0.050138,0.142262,0.054092,0.318477,0.147359,0.037689,0.410553,0.146061,0.049651,0.335579,0.146519,0.074934,0.209299,0.149499,-0.008037,0.657892,0.160259,-0.018766,0.758438,0.174184,-0.009589,0.654963,0.160674,0.004245,0.560274,0.145919
1042,10.42,-0.003137,1.217042,0.12087,-0.011045,1.703791,-0.040183,-0.008566,1.160734,0.165609,0.001266,1.038831,0.175624,0.005797,0.964812,0.182432,0.05673,0.069569,0.126606,0.086419,0.098304,0.122708,0.133871,0.060271,0.114901,-0.050099,0.050133,0.14221,0.054119,0.318532,0.14737,0.037731,0.410611,0.146082,0.049682,0.335635,0.146531,0.074943,0.20935,0.149498,-0.007984,0.65792,0.160229,-0.018709,0.75847,0.17413,-0.009527,0.65499,0.160666,0.004283,0.5603,0.145891
1043,10.43,-0.005036,1.216877,0.120436,-0.018936,1.703098,-0.041802,-0.008461,1.160748,0.165595,0.001348,1.038838,0.175552,0.005903,0.964824,0.182397,0.056709,0.069565,0.126592,0.086392,0.098308,0.122713,0.133853,0.060287,0.114891,-0.050119,0.050102,0.142173,0.054161,0.318577,0.147372,0.037798,0.410659,0.146051,0.049732,0.335681,0.146518,0.074953,0.209389,0.149546,-0.007922,0.657946,0.160241,-0.018668,0.758492,0.17415,-0.009461,0.655015,0.160686,0.004362,0.56033,0.145887
1044,10.44,-0.003565,1.217067,0.120752,-0.013249,1.703725,-0.04048,-0.008496,1.160786,0.16558,0.001441,1.038887,0.175554,0.006043,0.964872,0.182354,0.05671,0.069605,0.126654,0.086387,0.098352,0.122753,0.133855,0.060336,0.114954,-0.050113,0.050129,0.142256,0.054216,0.318618,0.147341,0.037885,0.410707,0.146001,0.049782,0.335722,0.14651,0.074981,0.209426,0.149512,-0.007863,0.65799,0.160202,-0.018624,0.758542,0.174056,-0.009392,0.655056,0.16067,0.004426,0.56037,0.145881
1045,10.45,-0.003099,1.217145,0.120906,-0.011465,1.703957,-0.039934,-0.008504,1.16081,0.165612,0.001477,1.038915,0.175582,0.006097,0.964898,0.182362,0.056697,0.069612,0.12668,0.086368,0.098365,0.122784,0.133847,0.06036,0.114998,-0.050124,0.050111,0.142259,0.054261,0.318695,0.147372,0.037926,0.410782,0.146012,0.04982,0.335797,0.146552,0.075038,0.209505,0.149553,-0.007774,0.658009,0.160174,-0.018518,0.758571,0.173975,-0.009305,0.655077,0.160638,0.004501,0.560379,0.145909
1046,10.46,-0.005006,1.21694,0.120437,-0.019292,1.703175,-0.041725,-0.008486,1.160792,0.165568,0.001537,1.0389,0.17553,0.006217,0.964893,0.182373,0.056676,0.069586,0.126629,0.086347,0.098332,0.122686,0.133824,0.060314,0.114947,-0.050144,0.050112,0.142253,0.054306,0.318741,0.147409,0.037961,0.410826,0.146035,0.049855,0.335842,0.146608,0.075101,0.209554,0.149585,-0.007718,0.658065,0.160185,-0.018488,0.758627,0.173966,-0.00923,0.65513,0.160687,0.004565,0.560439,0.145902
1047,10.47,-0.003668,1.217081,0.120727,-0.014079,1.703712,-0.040539,-0.008514,1.160795,0.165559,0.001604,1.038912,0.175541,0.006315,0.964904,0.182345,0.056669,0.069595,0.126638,0.08634,0.098354,0.122783,0.13382,0.060361,0.11495,-0.050154,0.05007,0.14218,0.054345,0.318799,0.147424,0.038071,0.410897,0.146057,0.049908,0.335904,0.146621,0.075056,0.209597,0.149594,-0.007676,0.658079,0.160169,-0.018454,0.758644,0.173916,-0.009178,0.655141,0.160692,0.004604,0.56045,0.145897
1048,10.48,-0.004729,1.216986,0.120581,-0.018368,1.703279,-0.041464,-0.008538,1.160807,0.165648,0.001618,1.038929,0.175645,0.006373,0.964928,0.182495,0.056649,0.06958,0.126624,0.086306,0.098342,0.122682,0.133806,0.060348,0.11497,-0.050164,0.05005,0.14222,0.054342,0.31884,0.147421,0.038068,0.410938,0.146042,0.049908,0.335945,0.146609,0.075051,0.209638,0.149611,-0.007631,0.658119,0.160158,-0.01841,0.758683,0.17392,-0.009134,0.655182,0.160679,0.004651,0.560493,0.145875
1049,10.49,-0.014512,1.216061,0.11954,-0.058049,1.699449,-0.045887,-0.008434,1.160826,0.165515,0.001726,1.038959,0.175644,0.006708,0.965011,0.182888,0.056624,0.069566,0.126594,0.086279,0.098334,0.12269,0.133788,0.060353,0.114971,-0.050195,0.050011,0.142121,0.054361,0.31887,0.147419,0.03812,0.410974,0.146026,0.04993,0.335976,0.146613,0.075032,0.209661,0.14962,-0.007584,0.658191,0.160153,-0.018369,0.758759,0.173873,-0.009089,0.655254,0.160671,0.004705,0.560559,0.145914
1050,10.5,-0.01957,1.215681,0.120056,-0.078869,1.697827,-0.04409,-0.008114,1.160861,0.165499,0.001843,1.038982,0.175693,0.006859,0.965054,0.183123,0.056618,0.069574,0.126615,0.086274,0.098343,0.122723,0.133773,0.060364,0.114935,-0.050194,0.050016,0.142188,0.054371,0.318926,0.14743,0.038141,0.411031,0.146065,0.049943,0.336033,0.146626,0.07503,0.209714,0.149598,-0.007541,0.658219,0.160125,-0.018328,0.758789,0.173831,-0.009042,0.655281,0.160651,0.004747,0.560586,0.145892
1051,10.51,-0.025293,1.215323,0.121364,-0.102,1.696309,-0.038928,-0.008106,1.160875,0.165427,0.001862,1.039002,0.175679,0.007072,0.965105,0.183276,0.056598,0.069557,0.126608,0.086245,0.098333,0.122702,0.133756,0.060365,0.114931,-0.050208,0.049972,0.142191,0.054386,0.318957,0.147434,0.038157,0.411062,0.146043,0.049958,0.336063,0.146626,0.075045,0.209745,0.149633,-0.007511,0.658258,0.160099,-0.018315,0.758826,0.17381,-0.009008,0.65532,0.16063,0.00479,0.560629,0.145855
1052,10.52,-0.027117,1.215231,0.122061,-0.109643,1.696007,-0.035956,-0.00812,1.160852,0.16546,0.001972,1.038979,0.17559,0.00732,0.965087,0.183149,0.05659,0.069614,0.126638,0.086241,0.098386,0.122729,0.133751,0.06041,0.114984,-0.050221,0.050046,0.142201,0.054384,0.318988,0.147424,0.038177,0.411098,0.146037,0.049964,0.336096,0.146608,0.075012,0.209771,0.149628,-0.007481,0.658291,0.160079,-0.018274,0.758858,0.173801,-0.008983,0.655353,0.160604,0.004813,0.560661,0.145833
1053,10.53,-0.026948,1.215239,0.121989,-0.10903,1.69602,-0.036242,-0.00811,1.160856,0.165453,0.001998,1.038985,0.175591,0.00735,0.965094,0.183152,0.05657,0.069581,0.12662,0.0862,0.098363,0.122617,0.133744,0.060398,0.115037,-0.050232,0.049983,0.142206,0.05438,0.319013,0.14741,0.038189,0.411126,0.146037,0.049966,0.336123,0.146587,0.074985,0.209791,0.149606,-0.007451,0.658318,0.160058,-0.018244,0.758887,0.173765,-0.008957,0.655381,0.160574,0.004847,0.560685,0.145834
1054,10.54,-0.024584,1.215335,0.121143,-0.099689,1.696418,-0.039614,-0.00814,1.160844,0.165437,0.002081,1.038986,0.175609,0.007414,0.96509,0.18314,0.056553,0.069582,0.126609,0.086178,0.098382,0.122705,0.133731,0.060451,0.115013,-0.050249,0.049913,0.142108,0.05438,0.319037,0.147364,0.038201,0.411151,0.146008,0.049976,0.336148,0.146525,0.074963,0.20981,0.149558,-0.007421,0.658361,0.160035,-0.018198,0.758932,0.173738,-0.008927,0.655424,0.160552,0.004862,0.560725,0.145814
1055,10.55,-0.024675,1.21533,0.121195,-0.100135,1.696403,-0.039427,-0.008152,1.160841,0.165461,0.002113,1.038985,0.175613,0.007475,0.96509,0.183132,0.056547,0.0696,0.12661,0.086182,0.098392,0.122727,0.133718,0.06045,0.114987,-0.050259,0.049957,0.142116,0.054427,0.319125,0.147447,0.038277,0.411244,0.146016,0.049974,0.33623,0.146746,0.075029,0.209902,0.149581,-0.007382,0.658385,0.160015,-0.01817,0.758954,0.173733,-0.008888,0.655448,0.160531,0.004911,0.560753,0.145782
1056,10.56,-0.020447,1.215592,0.119993,-0.082817,1.697347,-0.044164,-0.008557,1.160853,0.165422,0.002078,1.039033,0.175635,0.007509,0.965136,0.183079,0.056541,0.069633,0.126666,0.086168,0.098433,0.122779,0.133713,0.060503,0.115025,-0.050257,0.049963,0.142192,0.054783,0.319364,0.148372,0.038444,0.411436,0.14625,0.050758,0.336572,0.149122,0.075149,0.210084,0.149744,-0.007324,0.658417,0.160007,-0.018107,0.758986,0.173731,-0.008826,0.65548,0.16053,0.004961,0.560786,0.145759
1057,10.57,-0.021027,1.215523,0.120075,-0.085252,1.697123,-0.043819,-0.008517,1.160833,0.165397,0.002109,1.039014,0.175626,0.007553,0.96512,0.183095,0.056531,0.069637,0.126666,0.086165,0.098428,0.122766,0.133691,0.060484,0.114972,-0.050263,0.05,0.142259,0.054797,0.319408,0.148355,0.03848,0.411484,0.146225,0.050763,0.336615,0.149092,0.075148,0.210125,0.149747,-0.007292,0.658458,0.159972,-0.018077,0.75903,0.173668,-0.008798,0.655522,0.16049,0.004997,0.560823,0.145758
1058,10.58,-0.024953,1.215262,0.121171,-0.101456,1.696217,-0.039311,-0.008135,1.160806,0.165367,0.002186,1.038956,0.175544,0.007591,0.965067,0.183085,0.056531,0.069636,0.126662,0.086148,0.098442,0.122741,0.133711,0.060518,0.115067,-0.050265,0.049948,0.142177,0.054809,0.319432,0.148339,0.038517,0.411512,0.146199,0.050769,0.336638,0.149065,0.07514,0.210146,0.149754,-0.007245,0.658515,0.159937,-0.018024,0.759089,0.17362,-0.008757,0.65558,0.160441,0.005047,0.560876,0.14575
1059,10.59,-0.021497,1.215438,0.120054,-0.087343,1.696912,-0.043569,-0.008487,1.160787,0.165282,0.002178,1.038972,0.175511,0.007662,0.965082,0.182993,0.056523,0.069644,0.126655,0.086143,0.098444,0.122716,0.133697,0.060511,0.115037,-0.050272,0.049977,0.14221,0.05482,0.31945,0.148327,0.038519,0.411528,0.146186,0.050791,0.336658,0.149064,0.075151,0.210164,0.149731,-0.007207,0.658613,0.159897,-0.018006,0.759187,0.173565,-0.008711,0.655676,0.160418,0.005095,0.560976,0.145708
1060,10.6,-0.021461,1.215392,0.11992,-0.087471,1.696757,-0.043957,-0.008343,1.160775,0.165158,0.00226,1.038961,0.175472,0.007711,0.965075,0.183008,0.056513,0.069621,0.126617,0.086137,0.098421,0.12271,0.13369,0.060489,0.115019,-0.050289,0.049953,0.142123,0.054834,0.319462,0.148319,0.038539,0.411542,0.146185,0.050806,0.336671,0.149058,0.075156,0.210174,0.149714,-0.007173,0.658624,0.15988,-0.017987,0.759198,0.173533,-0.008673,0.655686,0.160407,0.005142,0.560987,0.1457
1061,10.61,-0.016667,1.215781,0.119323,-0.068456,1.698176,-0.046625,-0.00837,1.160816,0.165275,0.002382,1.039017,0.175609,0.007778,0.965116,0.183032,0.056515,0.069639,0.126634,0.086141,0.09844,0.122746,0.133686,0.06051,0.114997,-0.050283,0.049968,0.14216,0.054855,0.31946,0.148278,0.038555,0.411538,0.146129,0.050835,0.33667,0.149021,0.075175,0.210171,0.149683,-0.007209,0.658735,0.159783,-0.018142,0.759315,0.173305,-0.008659,0.65579,0.1604,0.005173,0.561101,0.145643
1062,10.62,-0.016428,1.215754,0.119282,-0.067707,1.698157,-0.046799,-0.008329,1.160783,0.165261,0.002457,1.038989,0.175618,0.007868,0.965089,0.183048,0.056533,0.069655,0.126689,0.086149,0.098456,0.122732,0.133701,0.060526,0.115028,-0.050251,0.049982,0.142308,0.054858,0.319434,0.148259,0.038549,0.411511,0.1461,0.05083,0.336643,0.148995,0.075195,0.210149,0.149683,-0.00713,0.658759,0.159769,-0.017989,0.759343,0.173314,-0.008607,0.655819,0.16034,0.005207,0.561116,0.145652
1063,10.63,-0.017325,1.21559,0.119342,-0.071729,1.697757,-0.04643,-0.008289,1.160689,0.165231,0.002607,1.038903,0.175563,0.008109,0.965011,0.183003,0.056527,0.069644,0.126672,0.086148,0.098439,0.122702,0.13369,0.060498,0.114991,-0.050257,0.049995,0.142323,0.054834,0.319412,0.148233,0.038529,0.411489,0.146081,0.050801,0.336619,0.148965,0.075173,0.210127,0.149653,-0.00707,0.658742,0.15972,-0.017889,0.759328,0.173284,-0.008553,0.655802,0.160283,0.005232,0.561095,0.145594
1064,10.64,-0.010912,1.216073,0.118936,-0.046384,1.699628,-0.047919,-0.008157,1.160701,0.165065,0.002768,1.038935,0.175606,0.008123,0.965026,0.182991,0.056543,0.069669,0.126644,0.086154,0.098479,0.12271,0.133732,0.060562,0.115101,-0.050256,0.049966,0.142122,0.054809,0.31938,0.148209,0.038519,0.411461,0.146081,0.050782,0.336589,0.148948,0.075127,0.210091,0.149599,-0.007043,0.65872,0.159705,-0.017841,0.759308,0.173274,-0.008518,0.65578,0.160283,0.005231,0.561073,0.145558
